bus_id,latitude,longitude,passenger_count,route,speed,weather_condition,time_of_day,traffic_level,timestamp
bus_4,4.5169126489952784,-74.5590922306502,34,route_3,22.026579259007434,Sunny,Morning,2,2025-04-01 00:28:00
bus_4,4.759416712876516,-74.63825161699742,29,route_2,43.61919216458518,Sunny,Evening,1,2025-04-01 00:29:00
bus_1,4.743870302739023,-74.7066076902532,29,route_1,51.30323422741428,Cloudy,Morning,1,2025-04-01 00:30:00
bus_1,4.799915301985839,-74.61689986500673,34,route_2,43.65460654556085,Cloudy,Morning,1,2025-04-01 00:31:00
bus_4,4.798991051122171,-74.58515479773304,18,route_1,51.21752236246748,Sunny,Morning,1,2025-04-01 00:32:00
bus_2,4.666629511680788,-74.71821279977993,7,route_3,29.84960811037371,Rainy,Evening,3,2025-04-01 00:33:00
bus_2,4.730696224554153,-74.67593526954239,25,route_3,17.815848535443042,Sunny,Morning,2,2025-04-01 00:34:00
bus_1,4.783429718964729,-74.76343417199891,39,route_3,46.89754736987961,Rainy,Morning,2,2025-04-01 00:35:00
bus_4,4.754894217203224,-74.74565519513959,6,route_1,28.023725257077693,Sunny,Morning,3,2025-04-01 00:36:00
bus_1,4.574204430522959,-74.59566464381051,29,route_2,43.56354126145663,Sunny,Afternoon,1,2025-04-01 00:37:00
bus_1,4.635163240593028,-74.74556849569132,6,route_2,23.532197099088282,Sunny,Morning,2,2025-04-01 00:38:00
bus_3,4.538747824545449,-74.64245098489988,2,route_1,14.061481740333633,Cloudy,Evening,2,2025-04-01 00:39:00
bus_3,4.786215308177616,-74.58728612148327,0,route_1,59.62908977438817,Rainy,Evening,3,2025-04-01 00:40:00
bus_3,4.681852390335264,-74.76793692307157,35,route_2,17.810075396529964,Rainy,Afternoon,1,2025-04-01 00:41:00
bus_2,4.568592841651038,-74.62980633411132,24,route_2,59.42104969817405,Sunny,Evening,2,2025-04-01 00:42:00
bus_4,4.701510205321757,-74.72303116488959,36,route_2,58.86399662832236,Cloudy,Evening,1,2025-04-01 00:43:00
bus_4,4.685438472137369,-74.51112193742873,0,route_2,49.69090519540198,Cloudy,Afternoon,2,2025-04-01 00:44:00
bus_4,4.607448815409852,-74.65493630598402,14,route_1,42.97114810409988,Rainy,Morning,3,2025-04-01 00:45:00
bus_4,4.534067277659888,-74.55820223506745,36,route_1,38.89035251255423,Cloudy,Afternoon,1,2025-04-01 00:46:00
bus_3,4.70147195867784,-74.63493203735312,12,route_3,53.305077268891736,Rainy,Morning,3,2025-04-01 00:47:00
bus_2,4.656092310271138,-74.78697624014355,39,route_2,24.471976080974397,Rainy,Morning,2,2025-04-01 00:48:00
bus_2,4.731695517520691,-74.6100545873218,7,route_3,33.38406062424385,Rainy,Evening,3,2025-04-01 00:49:00
bus_3,4.656049050333598,-74.514578997338,4,route_1,40.9694984683251,Cloudy,Afternoon,3,2025-04-01 00:50:00
bus_2,4.7556544500955615,-74.6195164539561,8,route_1,30.559523793474554,Rainy,Evening,3,2025-04-01 00:51:00
bus_3,4.665572051632346,-74.55424334217196,0,route_3,31.3743227045134,Rainy,Evening,2,2025-04-01 00:52:00
bus_4,4.668281391460615,-74.53473806099548,35,route_2,26.51423337510422,Sunny,Morning,1,2025-04-01 00:53:00
bus_3,4.762996080797503,-74.73157606841532,34,route_2,38.2115908342268,Rainy,Evening,3,2025-04-01 00:54:00
bus_4,4.621044859863719,-74.73638654802753,1,route_2,52.5287264007558,Rainy,Afternoon,1,2025-04-01 00:55:00
bus_4,4.540204568535192,-74.6167057033447,39,route_2,20.076418900315645,Sunny,Evening,2,2025-04-01 00:56:00
bus_1,4.508634802894002,-74.67669145905799,22,route_3,56.72165193767207,Sunny,Evening,1,2025-04-01 00:57:00
bus_3,4.726541176702086,-74.54804160913999,8,route_3,44.45438268741148,Cloudy,Morning,3,2025-04-01 00:58:00
bus_1,4.68609286540604,-74.5299930629806,33,route_1,51.16366063400151,Rainy,Afternoon,3,2025-04-01 00:59:00
bus_3,4.711223930429767,-74.69397358620918,13,route_2,37.80953463150058,Cloudy,Evening,3,2025-04-01 01:00:00
bus_3,4.563889248452673,-74.72893883230765,3,route_2,48.97583507120317,Cloudy,Morning,3,2025-04-01 01:01:00
bus_1,4.540911442676031,-74.56584234542684,29,route_2,10.810019866973361,Sunny,Evening,3,2025-04-01 01:02:00
bus_1,4.504363399700365,-74.71755818933556,30,route_3,50.91902123897676,Cloudy,Afternoon,3,2025-04-01 01:03:00
bus_3,4.605176267641979,-74.55321570444589,37,route_2,12.006942954268325,Rainy,Evening,2,2025-04-01 01:04:00
bus_2,4.67697530605639,-74.67287852390537,10,route_3,54.49566881814312,Sunny,Evening,2,2025-04-01 01:05:00
bus_4,4.61767321352992,-74.59973503021256,34,route_2,59.59813736193217,Rainy,Morning,2,2025-04-01 01:06:00
bus_1,4.6312424766071185,-74.7713394058496,7,route_2,24.70337310883889,Rainy,Evening,1,2025-04-01 01:07:00
bus_4,4.771247608348125,-74.61284220259702,2,route_1,20.515927814289682,Sunny,Morning,1,2025-04-01 01:08:00
bus_2,4.60447664010699,-74.66446969637883,13,route_2,48.26816819290204,Rainy,Afternoon,2,2025-04-01 01:09:00
bus_2,4.6541968467479435,-74.62401746104736,12,route_2,22.65131704601266,Sunny,Evening,1,2025-04-01 01:10:00
bus_2,4.735095903822343,-74.74959573767654,31,route_1,53.278119158610174,Rainy,Afternoon,1,2025-04-01 01:11:00
bus_1,4.618962834696381,-74.57893787651675,33,route_3,15.142129607873835,Sunny,Afternoon,3,2025-04-01 01:12:00
bus_2,4.686626010068362,-74.54116087673702,18,route_3,16.29775981896791,Cloudy,Evening,3,2025-04-01 01:13:00
bus_1,4.7587091126240235,-74.73497805997276,37,route_2,58.957577755030776,Rainy,Morning,1,2025-04-01 01:14:00
bus_2,4.784856187097293,-74.77128563334395,15,route_3,43.69194491350023,Sunny,Afternoon,1,2025-04-01 01:15:00
bus_4,4.544122044278711,-74.7929084241861,1,route_2,52.34436122144764,Rainy,Afternoon,2,2025-04-01 01:16:00
bus_4,4.777976287548448,-74.60740854986702,39,route_1,26.2164688675759,Rainy,Evening,1,2025-04-01 01:17:00
bus_3,4.647634887923862,-74.61787178917336,16,route_1,43.82418747603022,Rainy,Evening,3,2025-04-01 01:18:00
bus_4,4.577473316489687,-74.63599077618578,33,route_2,39.712091365429856,Sunny,Evening,1,2025-04-01 01:19:00
bus_3,4.6377407268714785,-74.7304158711652,15,route_1,40.15750600614735,Cloudy,Evening,2,2025-04-01 01:20:00
bus_4,4.7940097725856425,-74.68272820122834,37,route_1,44.126622976886075,Cloudy,Evening,3,2025-04-01 01:21:00
bus_1,4.647785428197861,-74.62165709944415,1,route_2,38.76795865645493,Cloudy,Evening,3,2025-04-01 01:22:00
bus_4,4.598625483086252,-74.65096994234224,1,route_2,31.453118465133297,Sunny,Morning,3,2025-04-01 01:23:00
bus_3,4.690020256295018,-74.50366434393554,25,route_1,23.796134719027343,Cloudy,Afternoon,3,2025-04-01 01:24:00
bus_3,4.572043685633458,-74.75906807423297,12,route_3,48.4290665456601,Sunny,Morning,1,2025-04-01 01:25:00
bus_2,4.522758998432599,-74.59145663378573,30,route_3,21.31362150015931,Rainy,Morning,2,2025-04-01 01:26:00
bus_1,4.538663916573195,-74.6787043695687,33,route_2,44.61771530772071,Rainy,Evening,1,2025-04-01 01:27:00
bus_4,4.538413751687331,-74.67154011552232,38,route_2,21.66664113246633,Cloudy,Afternoon,1,2025-04-01 01:28:00
bus_2,4.5455708080536885,-74.58472067030254,2,route_3,41.2665084977227,Sunny,Morning,3,2025-04-01 01:29:00
bus_4,4.541648151794823,-74.59226915460269,7,route_1,47.35391335645144,Rainy,Evening,2,2025-04-01 01:30:00
bus_4,4.6922624234409644,-74.50262320188935,22,route_3,20.93569444532696,Sunny,Evening,3,2025-04-01 01:31:00
bus_2,4.554564025319744,-74.76148171316376,13,route_3,12.997165043065415,Sunny,Afternoon,1,2025-04-01 01:32:00
bus_2,4.603700184997159,-74.76876710518475,26,route_3,16.548687149708705,Rainy,Morning,1,2025-04-01 01:33:00
bus_2,4.7690365229718035,-74.58269835486138,28,route_3,40.29984836355128,Sunny,Morning,3,2025-04-01 01:34:00
bus_2,4.642188492078861,-74.62648392489808,38,route_2,52.47232031128678,Rainy,Morning,1,2025-04-01 01:35:00
bus_2,4.700267321556308,-74.71775180003206,38,route_2,12.249841061771217,Rainy,Evening,1,2025-04-01 01:36:00
bus_4,4.551695961360489,-74.7761741893033,0,route_1,46.70756295208231,Rainy,Afternoon,3,2025-04-01 01:37:00
bus_2,4.557686705642602,-74.77430252512107,16,route_1,27.065932297502606,Sunny,Afternoon,1,2025-04-01 01:38:00
bus_1,4.512260584879944,-74.53174273760077,29,route_1,33.92641849597612,Rainy,Morning,2,2025-04-01 01:39:00
bus_3,4.5506805189216495,-74.74243980258437,12,route_1,56.44297749227828,Sunny,Evening,3,2025-04-01 01:40:00
bus_2,4.583577101709587,-74.70298853136534,20,route_3,26.598575236792275,Rainy,Morning,2,2025-04-01 01:41:00
bus_2,4.553103145283024,-74.7320030793319,18,route_2,33.2668466969743,Rainy,Afternoon,1,2025-04-01 01:42:00
bus_4,4.526610760127117,-74.69350110825042,18,route_2,10.684120738034055,Cloudy,Evening,1,2025-04-01 01:43:00
bus_2,4.536190761330181,-74.77917284717617,24,route_1,14.079936000241918,Cloudy,Morning,3,2025-04-01 01:44:00
bus_2,4.638233630409817,-74.64428206272751,21,route_1,22.9295795567392,Cloudy,Morning,1,2025-04-01 01:45:00
bus_2,4.561900115521738,-74.77971623092233,30,route_3,11.39261204105372,Sunny,Evening,3,2025-04-01 01:46:00
bus_4,4.6092809583144225,-74.55989304765329,16,route_3,41.56876630241255,Sunny,Afternoon,3,2025-04-01 01:47:00
bus_2,4.651025181256457,-74.72988637542687,22,route_1,31.319917840081125,Rainy,Evening,3,2025-04-01 01:48:00
bus_3,4.707118448588809,-74.63799642561865,31,route_2,37.407260136401106,Rainy,Morning,3,2025-04-01 01:49:00
bus_4,4.5117936419523295,-74.53597627373156,9,route_2,18.732359294816476,Rainy,Morning,3,2025-04-01 01:50:00
bus_3,4.739823119672713,-74.60473678928584,9,route_2,24.796601471830805,Rainy,Morning,2,2025-04-01 01:51:00
bus_4,4.688370116847272,-74.6401126640346,35,route_1,43.191223742636254,Sunny,Morning,3,2025-04-01 01:52:00
bus_2,4.524527709584661,-74.70269987406539,7,route_2,58.26513618151999,Rainy,Afternoon,2,2025-04-01 01:53:00
bus_3,4.762073587232033,-74.70009942608255,19,route_3,12.52083868011046,Rainy,Afternoon,1,2025-04-01 01:54:00
bus_4,4.776261720159543,-74.59915391344055,31,route_3,54.519216042763304,Cloudy,Morning,3,2025-04-01 01:55:00
bus_1,4.5183233879564595,-74.50175819163366,13,route_1,38.84406006556043,Rainy,Afternoon,1,2025-04-01 01:56:00
bus_2,4.583063294444161,-74.60144824304518,27,route_3,38.195978337781185,Rainy,Afternoon,3,2025-04-01 01:57:00
bus_4,4.741860383937918,-74.632664974789,23,route_1,35.01392676038802,Rainy,Afternoon,2,2025-04-01 01:58:00
bus_1,4.724477907115097,-74.58080484692823,14,route_2,13.46970429520917,Sunny,Morning,2,2025-04-01 01:59:00
bus_4,4.555356305806913,-74.66043831631488,21,route_2,14.493842586808032,Cloudy,Evening,2,2025-04-01 02:00:00
bus_1,4.5628047970010135,-74.78195729721976,29,route_2,40.045600282954304,Rainy,Evening,1,2025-04-01 02:01:00
bus_2,4.611141630837414,-74.63131095523663,3,route_3,27.047928571777916,Rainy,Evening,3,2025-04-01 02:02:00
bus_3,4.645356895557306,-74.51271241464839,12,route_1,55.86340332888403,Cloudy,Morning,1,2025-04-01 02:03:00
bus_1,4.685476431459088,-74.7474091172927,22,route_2,30.329526867973613,Rainy,Afternoon,2,2025-04-01 02:04:00
bus_4,4.610674091870932,-74.5929985327538,7,route_1,17.164072935132054,Sunny,Afternoon,1,2025-04-01 02:05:00
bus_2,4.638760414839944,-74.73971989340228,17,route_2,45.7359416751018,Rainy,Morning,2,2025-04-01 02:06:00
bus_1,4.7242412814401264,-74.63925169465807,11,route_3,24.667671072050492,Sunny,Morning,2,2025-04-01 02:07:00
bus_4,4.511004960867179,-74.77099706510599,30,route_3,36.27351536779466,Sunny,Evening,2,2025-04-01 02:08:00
bus_4,4.575731083303206,-74.66488871912254,13,route_1,44.8916392752585,Rainy,Evening,3,2025-04-01 02:09:00
bus_4,4.714004875765365,-74.57315100133142,33,route_3,55.01320556010352,Cloudy,Morning,3,2025-04-01 02:10:00
bus_1,4.7685620513061595,-74.6957285427283,17,route_3,49.6095597400838,Sunny,Evening,2,2025-04-01 02:11:00
bus_1,4.6535032326347,-74.60052648265383,33,route_1,43.818053393636205,Cloudy,Afternoon,1,2025-04-01 02:12:00
bus_1,4.659634045579595,-74.56136501176309,10,route_2,43.98165911975718,Rainy,Morning,1,2025-04-01 02:13:00
bus_3,4.532151603401933,-74.52184665415616,11,route_3,57.296232201604326,Sunny,Morning,3,2025-04-01 02:14:00
bus_1,4.634223710047037,-74.72960737544336,14,route_1,24.791204874826803,Rainy,Afternoon,2,2025-04-01 02:15:00
bus_1,4.659785179936507,-74.68020522525721,30,route_3,10.055604709809371,Cloudy,Afternoon,1,2025-04-01 02:16:00
bus_1,4.572741151090419,-74.75427519600088,28,route_3,23.597727969909933,Rainy,Afternoon,2,2025-04-01 02:17:00
bus_3,4.580772969284814,-74.50225494935249,25,route_3,20.8945689813372,Rainy,Evening,1,2025-04-01 02:18:00
bus_1,4.613185248931387,-74.52189970962272,17,route_3,43.09172925569991,Sunny,Morning,3,2025-04-01 02:19:00
bus_4,4.506021359333318,-74.63801286091584,31,route_1,41.68557998827645,Rainy,Evening,2,2025-04-01 02:20:00
bus_1,4.596623749674953,-74.54739001168707,21,route_1,39.67306913523619,Rainy,Afternoon,2,2025-04-01 02:21:00
bus_4,4.563434402098963,-74.64371260681838,37,route_1,10.812172160472684,Rainy,Evening,1,2025-04-01 02:22:00
bus_4,4.598249205653374,-74.61292429359916,16,route_3,46.438902722532376,Sunny,Afternoon,1,2025-04-01 02:23:00
bus_4,4.535928639545776,-74.7732626703652,22,route_3,26.176520624274577,Cloudy,Evening,1,2025-04-01 02:24:00
bus_3,4.767158184221969,-74.57341887385095,23,route_3,43.25279945033156,Cloudy,Evening,2,2025-04-01 02:25:00
bus_3,4.678077736066214,-74.76168595490942,7,route_1,37.828921425107666,Rainy,Afternoon,3,2025-04-01 02:26:00
bus_3,4.703730695743347,-74.55217971092424,5,route_3,27.13654627139536,Sunny,Evening,3,2025-04-01 02:27:00
bus_1,4.736751371582201,-74.56539157369889,4,route_2,16.72881335520539,Rainy,Morning,1,2025-04-01 02:28:00
bus_4,4.649532659678717,-74.58737659067711,28,route_3,14.720944883024048,Cloudy,Evening,3,2025-04-01 02:29:00
bus_3,4.526076086426227,-74.78915188584257,27,route_2,51.57591665561118,Sunny,Evening,1,2025-04-01 02:30:00
bus_3,4.661131962545564,-74.7090614932164,10,route_3,55.9198771040779,Cloudy,Morning,3,2025-04-01 02:31:00
bus_1,4.676052335406264,-74.72106622902675,0,route_1,42.48940233821498,Cloudy,Afternoon,2,2025-04-01 02:32:00
bus_3,4.7236318422552985,-74.69195907775854,18,route_3,15.17170574302417,Sunny,Morning,1,2025-04-01 02:33:00
bus_1,4.629497863868904,-74.77370717597084,8,route_2,30.101360844412035,Sunny,Evening,3,2025-04-01 02:34:00
bus_2,4.538274090838669,-74.51891265309068,26,route_2,46.446960005257864,Rainy,Afternoon,2,2025-04-01 02:35:00
bus_3,4.585132771739617,-74.63385932778628,33,route_3,48.9910442005034,Rainy,Evening,3,2025-04-01 02:36:00
bus_2,4.608924688919591,-74.7083427068026,3,route_2,15.91093111455443,Cloudy,Evening,2,2025-04-01 02:37:00
bus_1,4.69377517239948,-74.68090554487772,35,route_2,10.00153594226912,Sunny,Morning,2,2025-04-01 02:38:00
bus_4,4.671233491400674,-74.66583923784854,17,route_1,45.60685229403025,Sunny,Morning,3,2025-04-01 02:39:00
bus_3,4.606829017769353,-74.61982169999182,14,route_3,27.829808799310282,Rainy,Afternoon,3,2025-04-01 02:40:00
bus_1,4.795954574637894,-74.64529617169104,12,route_3,22.72406658091301,Cloudy,Afternoon,2,2025-04-01 02:41:00
bus_4,4.681732445807066,-74.52418240803567,18,route_3,10.644873489476272,Cloudy,Afternoon,2,2025-04-01 02:42:00
bus_4,4.571168037520798,-74.65091095512825,5,route_2,37.01497033807499,Rainy,Evening,2,2025-04-01 02:43:00
bus_2,4.530534741786121,-74.502352595553,11,route_3,52.557536771299084,Sunny,Morning,1,2025-04-01 02:44:00
bus_1,4.5458577417553,-74.54457251267647,36,route_3,57.881582313629394,Rainy,Morning,2,2025-04-01 02:45:00
bus_4,4.573787318515352,-74.7374468456928,16,route_1,38.28724753066446,Rainy,Morning,1,2025-04-01 02:46:00
bus_3,4.548204411977867,-74.52082143560682,22,route_1,35.72306638699471,Rainy,Afternoon,2,2025-04-01 02:47:00
bus_3,4.5559701072153915,-74.76509008063435,25,route_1,14.252819274462055,Rainy,Morning,1,2025-04-01 02:48:00
bus_2,4.585528550608154,-74.55476508745264,28,route_2,37.443640077129984,Sunny,Morning,2,2025-04-01 02:49:00
bus_4,4.552012078588427,-74.68581301195702,32,route_3,28.99895394826973,Rainy,Morning,2,2025-04-01 02:50:00
bus_1,4.769029627387927,-74.53660770386648,26,route_1,40.356764044178846,Sunny,Afternoon,2,2025-04-01 02:51:00
bus_3,4.524070123698492,-74.53958299296777,24,route_1,29.436317393827334,Rainy,Morning,3,2025-04-01 02:52:00
bus_4,4.657353416871076,-74.55822237996472,9,route_1,22.01495617251834,Cloudy,Afternoon,3,2025-04-01 02:53:00
bus_4,4.623119048096898,-74.56299086910788,22,route_3,14.748263761418825,Sunny,Morning,2,2025-04-01 02:54:00
bus_2,4.794713585072582,-74.70859625827059,20,route_3,25.745922229444787,Cloudy,Morning,1,2025-04-01 02:55:00
bus_3,4.533611670650416,-74.77572421508462,20,route_3,14.832241714387614,Rainy,Morning,1,2025-04-01 02:56:00
bus_3,4.619356679713722,-74.67910594637046,12,route_2,18.844847541199197,Rainy,Afternoon,2,2025-04-01 02:57:00
bus_1,4.790841129982611,-74.74794264550404,36,route_2,59.366807928977295,Rainy,Afternoon,3,2025-04-01 02:58:00
bus_3,4.759652137768194,-74.59151467332926,32,route_1,32.20517784533093,Sunny,Morning,1,2025-04-01 02:59:00
bus_1,4.745121621284784,-74.69617008203866,23,route_3,36.59358832525083,Cloudy,Evening,3,2025-04-01 03:00:00
bus_3,4.577370848113482,-74.50731693974203,10,route_1,53.680926436860766,Sunny,Afternoon,1,2025-04-01 03:01:00
bus_2,4.55126627621702,-74.6077083767964,16,route_3,59.77844502453439,Sunny,Afternoon,2,2025-04-01 03:02:00
bus_3,4.70059296597733,-74.55325583090969,3,route_3,39.135722467234075,Rainy,Morning,3,2025-04-01 03:03:00
bus_1,4.778812796738276,-74.76024259817744,24,route_3,50.623691052208585,Cloudy,Evening,1,2025-04-01 03:04:00
bus_1,4.667028867904179,-74.54139565531821,29,route_2,26.347051216833762,Rainy,Morning,2,2025-04-01 03:05:00
bus_2,4.671483806840969,-74.52317284284598,8,route_2,25.287197872364555,Sunny,Afternoon,2,2025-04-01 03:06:00
bus_3,4.583993728098085,-74.65388142435432,20,route_3,30.13518604972801,Rainy,Afternoon,2,2025-04-01 03:07:00
bus_3,4.730847879957581,-74.6181241186747,19,route_1,43.625363133682455,Cloudy,Morning,3,2025-04-01 03:08:00
bus_2,4.556113124567257,-74.5705570597291,18,route_3,44.10958446275494,Rainy,Morning,3,2025-04-01 03:09:00
bus_3,4.597103770921273,-74.74754841182187,18,route_3,25.76197173247254,Cloudy,Evening,2,2025-04-01 03:10:00
bus_3,4.627630931584925,-74.64923017706097,11,route_1,16.660496206831432,Cloudy,Evening,3,2025-04-01 03:11:00
bus_1,4.652283113605336,-74.6804010916683,36,route_3,41.619812823275424,Rainy,Afternoon,1,2025-04-01 03:12:00
bus_3,4.572722919724524,-74.75608780235132,16,route_1,16.416293109438225,Sunny,Evening,2,2025-04-01 03:13:00
bus_3,4.534451047421761,-74.68973967331254,36,route_2,38.92462541146651,Rainy,Evening,2,2025-04-01 03:14:00
bus_2,4.68318601273249,-74.77954830718436,38,route_2,44.67110640281545,Sunny,Afternoon,3,2025-04-01 03:15:00
bus_2,4.586589165972077,-74.79225642791515,27,route_1,45.03057481972258,Sunny,Afternoon,2,2025-04-01 03:16:00
bus_4,4.674371466426783,-74.75945011325355,34,route_2,47.673605532979835,Rainy,Afternoon,1,2025-04-01 03:17:00
bus_1,4.546308814582261,-74.51106546652325,17,route_2,53.642971078283225,Sunny,Afternoon,3,2025-04-01 03:18:00
bus_3,4.644342030556445,-74.6351411392315,13,route_1,34.99794959823942,Sunny,Morning,3,2025-04-01 03:19:00
bus_3,4.659776829765476,-74.51025335165403,34,route_2,46.51245947647856,Rainy,Afternoon,2,2025-04-01 03:20:00
bus_4,4.515547061046728,-74.67025063650095,6,route_3,40.95863676829184,Rainy,Afternoon,2,2025-04-01 03:21:00
bus_3,4.600981283458176,-74.70645516007443,12,route_3,19.33199698988413,Rainy,Afternoon,2,2025-04-01 03:22:00
bus_1,4.5403244030816925,-74.64815744114793,17,route_1,11.284482243470409,Sunny,Evening,3,2025-04-01 03:23:00
bus_4,4.51901249114183,-74.66814649341012,36,route_2,24.22706928384669,Cloudy,Afternoon,2,2025-04-01 03:24:00
bus_1,4.796988069716983,-74.76830059472148,12,route_3,32.15168531688097,Sunny,Morning,1,2025-04-01 03:25:00
bus_4,4.596706153492417,-74.60775210559294,35,route_3,40.855297221432814,Cloudy,Morning,2,2025-04-01 03:26:00
bus_4,4.74296233375639,-74.73518854524711,30,route_2,52.497966525160265,Rainy,Afternoon,2,2025-04-01 03:27:00
bus_2,4.576392196429129,-74.61412361353065,1,route_2,19.81228583530828,Cloudy,Morning,3,2025-04-01 03:28:00
bus_1,4.704450816667179,-74.60493967228055,15,route_3,16.277489494923856,Rainy,Evening,2,2025-04-01 03:29:00
bus_3,4.728068357966906,-74.7543925440614,8,route_3,58.173997373716375,Rainy,Afternoon,3,2025-04-01 03:30:00
bus_3,4.678691622182353,-74.78159511186679,8,route_1,15.402227968820355,Cloudy,Morning,2,2025-04-01 03:31:00
bus_1,4.641472856565048,-74.56577152417947,37,route_1,33.924553505359455,Rainy,Morning,1,2025-04-01 03:32:00
bus_3,4.62355227424418,-74.66205987286921,10,route_3,39.27818643966509,Cloudy,Afternoon,1,2025-04-01 03:33:00
bus_3,4.604660479962899,-74.78255086134835,21,route_1,37.068721045371916,Rainy,Morning,3,2025-04-01 03:34:00
bus_1,4.7788587432743475,-74.50154010484907,32,route_3,14.30160785164716,Sunny,Afternoon,3,2025-04-01 03:35:00
bus_4,4.749185822336319,-74.78266583170108,35,route_3,12.851345700180968,Sunny,Morning,2,2025-04-01 03:36:00
bus_1,4.789508073199953,-74.59148943134244,22,route_1,15.274171373051784,Rainy,Evening,2,2025-04-01 03:37:00
bus_4,4.537289167045663,-74.50489632242098,33,route_1,39.27938419363063,Rainy,Morning,1,2025-04-01 03:38:00
bus_3,4.719260242561093,-74.72824596873522,8,route_2,37.21724438171606,Cloudy,Morning,2,2025-04-01 03:39:00
bus_3,4.781502137046311,-74.75732518939384,23,route_2,21.687039601837213,Sunny,Afternoon,1,2025-04-01 03:40:00
bus_3,4.554369919849698,-74.76358451817327,7,route_2,41.888707092279574,Cloudy,Morning,3,2025-04-01 03:41:00
bus_2,4.519948880210033,-74.70901745572972,6,route_3,51.00337510278247,Rainy,Afternoon,2,2025-04-01 03:42:00
bus_4,4.722336194787018,-74.7696862566968,35,route_1,12.078947992329688,Rainy,Evening,3,2025-04-01 03:43:00
bus_2,4.672341933953973,-74.59235159749176,17,route_3,34.906497177402116,Cloudy,Afternoon,2,2025-04-01 03:44:00
bus_2,4.752548633027481,-74.78131246056098,2,route_1,44.465520605134515,Rainy,Afternoon,1,2025-04-01 03:45:00
bus_1,4.5419317129878864,-74.64717336155506,27,route_3,22.615596353484356,Sunny,Morning,3,2025-04-01 03:46:00
